WP-4000 DataID’s:;;;;;;;;;;;;;;;;;;

Hex;Dec;Beskrivelse;Navn;Scale Val;Scale Typ;Initial;Precision;Type;Unit;Enable;Subscription;Threshold/Changemask;Holdtime;Invert;Offset;Scale;LogFlag;Type
