<Ver.1.0>
6,0	<0>
7,0	<0>
8,0	<0>
9,0	<0>
10,0	<0>
11,0	<0>
12,0	<0>
13,0	<30>
14,0	<100>
15,0	<200>
16,0	<320>
17,0	<480>
18,0	<650>
19,0	<860>
20,0	<1080>
21,0	<1300>
22,0	<1500>
23,0	<1650>
24,0	<1750>
25,0	<1800>
<END_OF_TABLE>
