WP-Line241 DataID’s:;;;;;;;;;;;;;;;;;;
Revision = 2.0.8;;;;;;;;;;;;;;;;;;
Target = CPU;;;;;;;;;;;;;;;;;;
Project number = 4525;;;;;;;;;;;;;;;;;;

Hex ;Dec  ;Beskrivelse                   ;Navn                          ;Scale Val   ;Scale Typ      ;Initial     ;Precision      ;Type                ;Unit           ;Enable  ;Supscr. ;Thresh. ;Holdtm. ;Invert  ;Offset  ;Scale   ;LogFlag ;Type
1D  ;29;Max temperature               ;MaxTmp                        ;10;SCALE_DIV      ;850;1;PARAMETER           ;UNIT_CELSIUS   ;0;0;0;0;0;0;0;1;TYPE_S16       
20;32;DataID Count                  ;DataIdCnt                     ;1;SCALE_NONE     ;0;0;LOCAL               ;UNIT_NONE      ;0;0;0;0;0;0;0;1;TYPE_U16       
21;33;ADC Resolution                ;ADC_Res                       ;1;SCALE_NONE     ;0;0;VALUE_INPUT         ;UNIT_NONE      ;1;0;1;10000;0;0;0;1;TYPE_U16       
22;34;PowerSupply Status            ;PS_Status                     ;1;SCALE_NONE     ;0;0;BIT_INPUT           ;UNIT_NONE      ;1;1;1;100;0;0;0;1;TYPE_U8        
23;35;1 PT100 In                    ;1;10;SCALE_DIV      ;0;0;VALUE_INPUT         ;UNIT_CELSIUS   ;1;1;1;5000;0;0;0;1;TYPE_S16       
24;36;2 PT100 In                    ;2;10;SCALE_DIV      ;0;0;VALUE_INPUT         ;UNIT_CELSIUS   ;1;1;1;5000;0;0;0;1;TYPE_S16       
25;37;3 PT100 In                    ;3;10;SCALE_DIV      ;0;0;VALUE_INPUT         ;UNIT_CELSIUS   ;1;1;1;5000;0;0;0;1;TYPE_S16       
26;38;4 PT100 In                    ;4;10;SCALE_DIV      ;0;0;VALUE_INPUT         ;UNIT_CELSIUS   ;1;1;1;5000;0;0;0;1;TYPE_S16       
27;39;5 PT100 In                    ;5;10;SCALE_DIV      ;0;0;VALUE_INPUT         ;UNIT_CELSIUS   ;1;1;1;5000;0;0;0;1;TYPE_S16       
28;40;6 PT100 In                    ;6;10;SCALE_DIV      ;0;0;VALUE_INPUT         ;UNIT_CELSIUS   ;1;1;1;5000;0;0;0;1;TYPE_S16       
29;41;7 PT100 In                    ;7;10;SCALE_DIV      ;0;0;VALUE_INPUT         ;UNIT_CELSIUS   ;1;1;1;5000;0;0;0;1;TYPE_S16       
2A  ;42;8 PT100 In                    ;8;10;SCALE_DIV      ;0;0;VALUE_INPUT         ;UNIT_CELSIUS   ;1;1;1;5000;0;0;0;1;TYPE_S16       
