WP-Line148 DataID’s:;;;;;;;;;;;;;;;;;;
Revision = 1.0.5;;;;;;;;;;;;;;;;;;
Target = CPU;;;;;;;;;;;;;;;;;;
Project number = 8531;;;;;;;;;;;;;;;;;;

Hex ;Dec  ;Beskrivelse                   ;Navn                          ;Scale Val   ;Scale Typ      ;Initial     ;Precision      ;Type                ;Unit           ;Enable  ;Supscr. ;Thresh. ;Holdtm. ;Invert  ;Offset  ;Scale   ;LogFlag ;Type
1D  ;29   ;Max temperature               ;MaxTmp                        ;10          ;SCALE_DIV      ;850         ;1              ;PARAMETER           ;UNIT_CELSIUS   ;0       ;0       ;0       ;0       ;0       ;0       ;0       ;1       ;TYPE_S16       
20  ;32   ;DataID Count                  ;DataIdCnt                     ;1           ;SCALE_NONE     ;0           ;0              ;LOCAL               ;UNIT_NONE      ;0       ;0       ;0       ;0       ;0       ;0       ;0       ;1       ;TYPE_U16       
21  ;33   ;Time_in_ms_since_1_Jan_1980   ;GPSTime                       ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_U64       
22  ;34   ;Latitude.deg                  ;GPSLatitudeDeg                ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_S16       
23  ;35   ;Latitude.min                  ;GPSLatitudeMin                ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_U8        
24  ;36   ;Latitude.sec                  ;GPSLatitudeSec                ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_U8        
25  ;37   ;Longitude.deg                 ;GPSLongitudeDeg               ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_S16       
26  ;38   ;Longitude.min                 ;GPSLongitudeMin               ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_U8        
27  ;39   ;Longitude.sec                 ;GPSLongitudeSec               ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_U8        
28  ;40   ;Altitude_above_sea_level      ;GPSAltitude                   ;10          ;SCALE_DIV      ;0           ;1              ;VALUE_INPUT         ;UNIT_METER     ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_S32       
29  ;41   ;Satelites_In_use              ;GPSSatinuse                   ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_U8        
2A  ;42   ;Quality(1,2-good_signal)      ;GPSQuality                    ;1           ;SCALE_NONE     ;0           ;0              ;VALUE_INPUT         ;UNIT_NONE      ;1       ;1       ;1       ;10000   ;0       ;0       ;0       ;1       ;TYPE_U8        
